,ADQ1,ADQ101,ADQ102,ADQ103,ADQ2,ADQ3,ADQ4,ADQ5,ADQ7,ADQ8A1,ADQ8A2,ADQ8A3,ADQ8A4,ADQ8A5,ADQ8A6,ADQ8A7,ADQ8A8,ADQ9,Q1A1,Q1A2,Q21A1,Q21A2,Q21A7,Q22A3,Q2A11,Q2A12,Q2A2,Q5A5,Q8A1,Q8A3,Q8A4,Q8B1,Q8B3,Q8B4,Q9A1,Q9B1,Q32A01,Q32A02,Q32A03,Q32A04,Q32A05,Q32A06,Q32A07,Q32A08,Q32A09,Q32A10,Q32A11,Q32A12,Q32A13,Q32A14,Q32A15,Q32A16,Q32A17,Q32A18,Q32A19,Q32A20,Q32A21,Q32A22,년도
5558,73,7,1,1,1,14,1,1,2,1.0,,,,,,,,4,2,1,3,2,3,4,1,,2,2,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5559,74,7,1,1,1,5,1,1,1,1.0,4.0,,,,,,,4,2,2,3,3,3,4,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5560,78,7,1,1,1,14,1,1,2,1.0,,,,,,,,2,2,2,3,3,3,4,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5561,55,7,1,2,2,5,3,1,1,1.0,3.0,,,,,,,10,1,2,2,2,3,5,1,,2,2,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5562,55,7,1,2,2,5,3,1,1,1.0,,,,,,,,10,1,2,3,3,3,5,1,,2,2,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,2018
5563,55,7,1,1,2,11,4,1,2,1.0,3.0,,,,,,,9,1,1,3,2,3,5,1,,1,3,1.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5564,55,7,1,2,2,4,3,1,2,1.0,,,,,,,,6,1,1,3,2,2,5,1,,1,4,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5565,56,7,1,1,2,11,3,1,2,1.0,,,,,,,,7,2,2,3,3,3,4,1,,2,2,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,2018
5566,56,7,1,1,2,5,3,1,1,1.0,,,,,,,,9,1,2,3,3,3,5,1,,2,3,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2018
5567,56,7,1,1,2,11,3,1,1,1.0,3.0,,,,,,,9,2,2,3,3,2,5,1,,2,1,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,2018
5568,57,7,1,1,2,11,3,1,2,1.0,,,,,,,,8,1,1,1,2,3,5,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5569,58,7,1,1,2,5,3,1,2,1.0,3.0,4.0,,,,,,10,1,2,3,2,2,4,1,,2,2,3.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5570,58,7,1,1,2,5,3,1,2,1.0,3.0,,,,,,,5,2,2,3,3,3,4,1,,2,2,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5571,58,7,1,2,2,11,3,1,1,1.0,3.0,,,,,,,9,1,1,3,3,2,5,1,,2,1,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5572,59,7,1,2,2,5,3,1,2,1.0,3.0,,,,,,,10,2,2,2,2,2,5,1,,2,1,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5573,59,7,1,1,2,11,3,1,2,,,,,,,,,8,2,2,3,2,3,5,1,,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5574,61,7,1,1,2,11,2,1,2,1.0,,,,,,,,4,1,1,2,2,3,5,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5575,61,7,1,1,2,4,3,1,2,1.0,,,,,,,,8,2,2,3,2,3,3,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5576,62,7,1,1,2,5,2,1,1,1.0,4.0,,,,,,,5,2,2,2,3,3,4,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5577,62,7,1,1,2,11,2,1,2,1.0,,,,,,,,6,1,1,3,3,3,5,1,,2,2,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,2018
5578,62,7,1,1,2,11,2,1,2,1.0,,,,,,,,5,1,1,3,3,3,6,1,,2,3,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,2018
5579,62,7,1,2,2,11,3,1,3,1.0,,,,,,,,7,2,2,2,2,3,5,1,,2,2,2.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5580,63,7,1,2,2,14,1,2,1,,,,,,,,,1,2,2,2,2,2,4,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5581,63,7,1,1,2,11,4,1,2,1.0,3.0,,,,,,,10,1,2,3,3,3,5,1,,2,4,3.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,,14.0,,,,,,,,,,,,,,,,,,,,,2018
5582,63,7,1,2,2,11,3,1,2,1.0,,,,,,,,5,2,2,3,2,2,4,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5583,63,*,1,1,*,*,1,1,1,,,,,,,,,4,2,2,3,2,2,4,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5584,64,7,1,1,2,5,3,1,2,1.0,3.0,,,,,,,7,2,2,2,2,3,4,1,,2,2,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,2018
5585,64,*,1,1,*,*,3,1,1,1.0,,,,,,,,7,2,2,3,2,3,5,1,,2,2,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,2018
5586,64,7,1,2,2,11,1,1,1,1.0,3.0,,,,,,,9,2,2,2,2,2,2,1,,2,4,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5587,65,7,1,1,2,11,3,1,2,1.0,,,,,,,,7,2,2,3,3,2,4,1,,2,2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,2018
5588,65,7,1,1,2,11,2,1,2,1.0,,,,,,,,8,2,2,2,2,3,4,1,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5589,65,7,1,1,2,4,1,1,2,,,,,,,,,3,2,2,3,3,2,4,1,,2,4,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5590,65,7,1,2,2,11,3,1,2,1.0,,,,,,,,9,2,1,2,2,2,4,1,,1,2,1.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5591,65,7,1,2,2,11,3,1,3,1.0,,,,,,,,4,2,2,2,2,1,2,1,,2,4,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5592,66,7,1,1,2,11,1,1,2,3.0,4.0,,,,,,,10,2,2,3,3,3,4,1,,2,4,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5593,67,7,1,1,2,11,3,1,2,1.0,,,,,,,,4,2,2,3,2,3,4,1,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2018
5594,67,7,1,1,2,5,2,1,2,1.0,,,,,,,,4,2,2,3,3,4,5,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5595,67,7,1,1,2,14,1,1,1,,,,,,,,,2,2,2,2,1,2,1,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5596,67,7,1,2,2,11,3,1,2,1.0,,,,,,,,9,1,2,3,3,3,5,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5597,68,7,1,1,2,5,1,1,1,,,,,,,,,5,2,2,2,2,3,5,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5598,68,7,1,2,2,11,1,1,1,1.0,,,,,,,,9,1,2,3,2,3,5,1,,2,2,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,2018
5599,68,7,1,2,2,11,3,1,1,1.0,,,,,,,,7,2,2,2,2,2,4,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5600,69,7,1,2,2,11,1,1,1,1.0,3.0,,,,,,,9,2,2,2,2,2,2,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5601,70,7,1,1,2,11,2,1,2,1.0,,,,,,,,4,2,2,3,2,3,4,1,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5602,70,7,1,2,2,11,2,1,2,1.0,,,,,,,,6,2,2,3,3,4,6,1,,2,2,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,2018
5603,71,7,1,1,2,5,1,1,2,1.0,,,,,,,,7,2,2,3,3,3,6,2,,2,1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2018
5604,71,7,1,2,2,14,1,1,1,,,,,,,,,2,2,2,3,2,2,2,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5605,71,7,1,1,2,11,2,1,1,1.0,,,,,,,,5,2,2,2,3,3,5,3,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5606,71,7,1,2,2,4,1,1,2,1.0,,,,,,,,4,2,2,3,3,3,4,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5607,73,7,1,1,2,11,1,1,2,1.0,,,,,,,,5,2,2,3,3,3,4,3,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5608,73,7,1,1,2,14,1,1,2,,,,,,,,,3,2,2,2,2,2,4,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5609,74,7,1,1,2,11,1,1,2,1.0,,,,,,,,5,2,2,2,2,2,2,1,,2,2,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5610,74,7,1,1,2,11,1,1,2,1.0,,,,,,,,3,2,2,3,2,3,5,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5611,76,7,1,1,2,5,1,1,1,,,,,,,,,3,2,2,3,2,3,5,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5612,76,7,1,2,2,11,1,1,1,1.0,,,,,,,,7,2,2,3,3,2,5,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5613,76,7,1,2,2,11,2,1,3,1.0,,,,,,,,3,2,2,2,2,3,4,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5614,78,7,1,2,2,11,2,1,2,1.0,,,,,,,,5,1,1,2,2,2,4,1,,2,4,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5615,83,7,1,2,2,14,1,1,1,,,,,,,,,1,2,2,2,2,2,5,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5616,58,*,1,2,*,*,4,1,1,1.0,,,,,,,,3,1,1,2,1,1,3,1,,2,1,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,2018
5617,56,8,1,1,1,14,1,2,2,1.0,3.0,,,,,,,5,2,2,2,3,3,5,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5618,59,8,1,1,1,9,3,1,2,1.0,3.0,,,,,,,7,1,2,2,3,2,6,1,,2,1,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5619,56,*,1,2,*,*,3,1,1,1.0,3.0,,,,,,,9,2,1,1,1,3,3,1,,2,1,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,,10.0,,,,,,,,,,,,,,,,,,,,,2018
5620,60,*,1,1,*,*,4,1,2,1.0,3.0,,,,,,,11,1,1,3,3,3,5,1,,2,3,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,,14.0,,,,,,,,,,,,,,,,,,,,,2018
5621,60,8,1,1,1,9,3,1,2,1.0,,,,,,,,4,1,2,2,2,3,4,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,6.0,7.0,,,,,,,,,,,,,,,,,,,,2018
5622,60,*,1,1,*,*,3,1,2,1.0,,,,,,,,4,1,2,3,3,3,3,1,,2,1,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,,11.0,14.0,,,,,,,,,,,,,,,,,,,,2018
5623,61,*,1,2,*,*,3,2,1,1.0,,,,,,,,2,1,2,2,3,4,2,1,,2,1,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,14.0,,,,,,,,,,,,,,,,,,,,,2018
5624,66,8,1,1,1,9,3,1,2,1.0,,,,,,,,7,2,2,2,2,3,4,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,6.0,7.0,,,,,,,,,,,,,,,,,,,,2018
5625,69,8,1,1,1,14,3,1,2,1.0,,,,,,,,5,2,2,3,3,2,6,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5626,69,8,1,1,1,9,3,1,2,1.0,,,,,,,,5,1,2,3,3,3,4,1,,2,1,4.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2018
5627,71,8,1,1,1,14,2,1,2,1.0,,,,,,,,6,1,1,3,2,2,4,1,,2,3,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,2018
5628,73,8,1,1,1,14,1,1,2,1.0,,,,,,,,4,1,2,3,3,3,5,1,,2,4,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5629,70,8,1,1,1,14,1,1,2,1.0,,,,,,,,6,1,1,3,3,3,6,1,,1,4,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,2018
5630,74,8,1,1,1,9,3,1,2,1.0,,,,,,,,3,2,2,3,3,2,4,1,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5631,59,*,1,1,*,*,3,1,2,1.0,3.0,,,,,,,11,1,1,3,3,3,5,1,,2,4,3.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,,13.0,14.0,,,,,,,,,,,,,,,,,,,,2018
5632,58,*,1,1,*,*,3,1,2,1.0,3.0,,,,,,,11,1,1,3,3,3,5,1,,2,4,3.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,,17.0,19.0,,,,,,,,,,,,,,,,,,,,2018
5633,58,8,1,1,2,11,3,1,2,1.0,3.0,,,,,,,11,1,2,3,3,3,5,1,,2,3,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,,6.0,9.0,10.0,,,,,,,,,,,,,,,,,,,2018
5634,59,8,1,2,2,5,3,1,1,1.0,,,,,,,,7,1,1,3,3,2,6,1,,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,12.0,15.0,,,,,,,,,,,,,,,,,,,2018
5635,59,8,1,1,2,11,3,1,2,1.0,3.0,,,,,,,9,2,2,2,1,2,4,1,,2,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,2018
5636,59,8,1,1,2,11,3,1,2,1.0,,,,,,,,10,1,2,3,3,3,4,1,,2,1,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,2018
5637,57,8,1,1,2,11,2,1,2,1.0,,,,,,,,6,2,1,3,3,2,5,1,,2,1,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,,3.0,6.0,,,,,,,,,,,,,,,,,,,,2018
5638,59,*,1,2,*,*,2,1,1,1.0,3.0,,,,,,,10,1,2,3,2,2,3,1,,2,1,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5639,61,8,1,1,2,11,3,1,2,1.0,4.0,,,,,,,8,2,2,3,3,3,5,1,,2,3,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,,2.0,13.0,14.0,,,,,,,,,,,,,,,,,,,2018
5640,62,8,1,1,2,11,3,1,2,1.0,,,,,,,,6,1,1,3,3,3,5,1,,2,4,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,,6.0,7.0,,,,,,,,,,,,,,,,,,,,2018
5641,64,*,1,2,*,*,2,1,1,1.0,,,,,,,,7,1,2,2,1,2,3,1,,2,3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,12.0,,,,,,,,,,,,,,,,,,,,2018
5642,61,8,1,1,2,11,3,1,2,1.0,,,,,,,,10,2,2,2,2,2,3,1,,2,1,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2018
5643,64,8,1,2,2,5,1,1,1,,,,,,,,,3,1,2,2,1,2,3,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5644,64,8,1,1,2,11,3,1,2,1.0,,,,,,,,10,2,2,3,3,2,4,1,,2,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5645,68,8,1,1,2,11,3,1,2,1.0,,,,,,,,6,1,2,3,3,3,5,1,,2,3,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,6.0,7.0,9.0,,,,,,,,,,,,,,,,,,,2018
5646,66,8,1,1,2,11,3,1,2,1.0,,,,,,,,5,1,1,2,3,3,5,1,,2,3,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5647,65,*,1,2,*,*,1,1,1,1.0,,,,,,,,3,2,2,2,1,2,2,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5648,68,8,1,1,2,11,2,1,2,1.0,,,,,,,,6,2,2,3,3,2,5,1,,2,3,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5649,65,8,1,1,2,11,3,1,2,1.0,,,,,,,,7,1,1,3,3,3,4,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5650,69,*,1,1,*,*,3,1,1,1.0,3.0,6.0,,,,,,10,2,1,3,2,3,5,1,,1,4,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,6.0,8.0,9.0,10.0,11.0,12.0,14.0,15.0,17.0,,,,,,,,,,2018
5651,68,8,1,2,2,5,3,1,1,1.0,,,,,,,,5,1,1,2,1,3,1,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5652,69,8,1,1,2,11,2,1,2,1.0,3.0,,,,,,,7,2,2,3,3,2,4,1,,2,3,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,14.0,,,,,,,,,,,,,,,,,,,,,2018
5653,77,8,1,1,2,11,1,2,2,1.0,,,,,,,,2,2,2,2,2,2,4,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5654,79,8,1,1,2,11,1,2,2,1.0,,,,,,,,2,2,2,2,2,3,4,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5655,79,*,1,2,*,*,1,1,1,1.0,,,,,,,,3,2,2,2,1,1,5,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5656,78,8,1,1,2,11,2,1,2,1.0,,,,,,,,7,2,2,3,3,2,5,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,14.0,,,,,,,,,,,,,,,,,,,,,2018
5657,75,*,1,1,*,*,1,1,2,1.0,,,,,,,,3,1,2,1,2,2,3,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5658,76,*,1,2,*,*,4,1,1,1.0,,,,,,,,6,1,1,3,3,3,4,1,,1,3,4.0,3.0,1.0,4.0,3.0,1.0,3.0,2.0,,14.0,,,,,,,,,,,,,,,,,,,,,2018
5659,75,8,1,2,2,5,2,1,1,1.0,,,,,,,,5,2,2,2,1,2,3,2,,2,1,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5660,75,8,1,1,2,11,1,1,2,1.0,,,,,,,,6,2,2,3,3,2,4,1,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5661,56,*,1,1,*,*,4,1,2,1.0,3.0,,,,,,,10,1,2,3,3,3,5,1,,1,4,3.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,,2.0,14.0,,,,,,,,,,,,,,,,,,,,2018
5662,57,9,1,1,1,14,2,1,1,1.0,3.0,,,,,,,8,1,1,2,1,2,4,1,,2,3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,5.0,6.0,7.0,,,,,,,,,,,,,,,,,,2018
5663,56,9,1,1,1,5,3,1,3,1.0,3.0,,,,,,,9,1,1,3,4,3,6,1,,2,2,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5664,56,9,1,1,1,5,3,1,3,1.0,3.0,,,,,,,7,2,2,3,3,3,6,1,,2,2,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5665,56,9,1,1,1,3,4,1,2,1.0,3.0,,,,,,,11,1,1,4,2,4,5,1,,1,4,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5666,58,9,1,1,1,14,3,1,2,,,,,,,,,2,2,2,2,3,2,3,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,2018
5667,58,9,1,1,1,14,3,1,1,1.0,3.0,,,,,,,4,1,2,2,1,3,3,1,,2,3,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,9.0,10.0,,,,,,,,,,,,,,,,,,,,2018
5668,57,9,1,1,1,9,3,1,1,1.0,3.0,,,,,,,9,2,1,3,3,3,4,1,,2,2,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,14.0,15.0,16.0,17.0,,,,,,,,,,,,,,,,,,2018
5669,59,9,1,1,1,5,3,1,1,1.0,,,,,,,,8,1,1,4,2,2,5,1,,1,4,4.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5670,59,9,1,1,1,1,4,1,2,1.0,3.0,,,,,,,7,1,2,3,2,2,4,1,,2,3,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,,1.0,6.0,7.0,8.0,10.0,14.0,15.0,19.0,,,,,,,,,,,,,,2018
5671,59,9,1,2,1,5,3,1,1,1.0,3.0,,,,,,,8,1,2,3,3,3,5,1,,2,1,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5672,59,9,1,1,1,1,4,1,2,1.0,3.0,,,,,,,10,1,1,3,3,4,5,1,,1,4,4.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5673,56,9,1,2,1,5,3,1,1,1.0,3.0,,,,,,,8,1,2,3,2,2,4,1,,2,1,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5674,56,9,1,1,1,7,3,1,2,1.0,3.0,,,,,,,7,1,2,3,3,3,4,1,,2,3,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,2018
5675,56,9,1,1,1,9,3,1,3,1.0,,,,,,,,5,1,2,3,3,3,5,1,,2,2,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5676,57,9,1,1,1,5,3,1,2,1.0,3.0,,,,,,,10,1,2,3,2,3,4,1,,2,3,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5677,57,9,1,1,1,5,3,1,1,1.0,,,,,,,,9,1,1,3,3,2,5,1,,2,1,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,3.0,9.0,12.0,,,,,,,,,,,,,,,,,,,2018
5678,56,9,1,1,1,1,4,1,2,1.0,3.0,,,,,,,11,1,2,4,3,3,3,1,,2,4,4.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
5679,57,9,1,1,1,7,3,1,1,,,,,,,,,5,2,2,3,3,3,5,3,,2,2,,,,,,,,,,11.0,12.0,13.0,,,,,,,,,,,,,,,,,,,2018
5680,57,9,1,1,1,1,4,1,2,1.0,3.0,,,,,,,11,1,1,3,3,3,6,1,,1,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,6.0,7.0,8.0,,,,,,,,,,,,,,,,,,,2018
5681,58,9,1,1,1,4,3,1,1,,,,,,,,,10,1,2,4,4,3,6,1,,2,4,4.0,4.0,1.0,4.0,3.0,1.0,1.0,4.0,,22.0,,,,,,,,,,,,,,,,,,,,,2018
