,연령,광역시도,시_1_군_0,동_1_읍면_0,성별,직업,최종학력,장애판정,가구거주형태,가구월평균소득,여가문화생활_만족도,경제적_만족도,건강상태_만족도,전반적인삶_만족도,년도,온라인_교육_여부,pc_노트북_보유,피처폰_보유,스마트폰_태블릿PC_보유,뉴스_날씨,미디어콘텐츠,SNS,앱 검색 및 설치,형제자매_존재,부모_존재,배우자_존재,동거자녀_존재,y
7674,56,전라도,0,0,0,5,3,0,1,4,3,2,3,5,2018,0,0,0,1,1,0,0,0,0,0,1,0,2
7675,58,전라도,0,0,0,5,2,0,1,10,2,2,3,6,2018,0,1,0,1,1,0,1,0,0,0,1,1,2
7676,59,전라도,0,0,0,5,2,0,1,6,2,2,3,5,2018,0,1,0,1,1,0,1,0,0,0,1,1,2
7677,58,전라도,1,0,0,5,3,0,1,7,2,2,3,3,2018,0,1,0,1,1,1,1,1,0,0,1,1,2
7678,56,전라도,1,1,0,4,3,0,2,7,3,3,3,5,2018,0,1,0,1,1,0,0,0,0,0,1,1,3
7679,59,전라도,0,0,0,5,3,0,1,6,2,3,3,5,2018,0,0,0,1,1,1,0,1,0,0,1,1,2
7680,59,전라도,0,0,0,5,3,0,1,4,3,3,3,5,2018,0,0,0,1,1,1,0,1,0,0,0,1,2
7681,57,전라도,1,1,0,5,3,0,1,9,2,2,3,4,2018,0,1,0,1,1,0,0,0,0,0,1,1,2
7682,58,전라도,1,1,0,4,3,0,1,8,2,2,3,4,2018,1,1,0,1,1,1,1,0,0,0,0,0,2
7683,64,전라도,0,0,0,6,2,0,1,4,2,2,3,6,2018,0,0,0,1,1,0,0,0,0,0,1,0,1
7684,61,전라도,1,1,0,11,2,0,2,5,2,2,2,4,2018,0,0,0,1,1,0,0,0,0,0,1,0,1
7685,62,전라도,1,1,0,11,2,0,2,5,2,2,2,3,2018,0,1,0,1,1,0,1,0,0,0,1,0,2
7686,64,전라도,1,1,0,11,1,0,2,6,2,3,2,4,2018,0,0,0,1,1,0,0,0,0,0,1,0,2
7687,64,전라도,0,0,0,5,1,0,1,6,3,2,3,4,2018,0,1,0,1,1,0,0,0,0,0,1,1,1
7688,64,전라도,0,0,0,11,1,0,1,4,2,2,3,4,2018,0,0,0,1,1,0,0,0,0,0,1,0,2
7690,61,전라도,1,0,0,6,3,0,1,5,3,2,3,4,2018,0,1,0,1,1,1,0,1,0,0,1,1,3
7691,64,전라도,1,1,0,11,2,0,2,4,2,2,2,4,2018,0,0,0,1,0,0,0,0,0,0,1,0,3
7692,60,전라도,0,0,0,6,3,0,1,5,3,2,2,6,2018,0,0,0,1,1,0,0,0,0,0,1,0,1
7693,60,전라도,1,1,1,5,1,0,1,9,2,2,2,4,2018,0,1,0,1,1,1,0,0,0,0,1,1,1
7694,64,전라도,0,0,0,4,2,0,1,5,3,3,3,5,2018,0,0,0,1,1,1,0,1,0,0,1,0,2
7695,61,전라도,1,1,0,4,2,0,1,7,2,2,2,4,2018,0,0,0,1,1,1,0,0,0,0,1,0,2
7697,66,전라도,0,0,0,6,2,0,1,3,2,2,2,5,2018,0,1,0,1,0,0,0,0,0,0,1,0,1
7698,68,전라도,1,1,0,11,1,0,2,2,2,2,2,4,2018,0,0,1,0,0,0,0,0,0,0,1,1,1
7699,68,전라도,1,1,0,5,1,0,2,4,2,2,3,4,2018,0,0,0,1,0,0,0,0,0,0,1,0,1
7700,69,전라도,1,1,0,4,1,0,2,4,2,2,2,5,2018,0,0,0,1,1,0,0,1,0,0,1,0,1
7701,68,전라도,1,1,0,11,1,0,2,3,2,2,3,5,2018,0,0,0,1,0,0,0,0,0,0,1,0,1
7702,67,전라도,0,0,0,5,1,0,1,6,3,2,3,5,2018,0,1,0,1,1,0,0,0,0,0,1,1,1
7705,67,전라도,0,0,0,6,2,0,1,6,3,2,3,5,2018,0,0,0,1,1,0,0,0,0,0,1,0,1
7706,69,전라도,0,0,0,6,1,0,1,4,2,3,2,5,2018,0,0,0,1,0,0,0,0,0,0,1,0,1
7708,68,전라도,0,0,0,4,2,0,1,4,3,2,2,3,2018,0,0,0,1,0,0,0,1,0,0,0,0,1
7709,65,전라도,1,1,0,5,1,0,1,4,2,2,3,5,2018,0,0,0,1,0,0,0,0,0,0,1,0,1
7710,69,전라도,1,1,0,11,1,0,1,3,2,2,3,5,2018,0,0,0,1,1,0,0,0,0,0,1,0,1
7711,68,전라도,1,1,0,11,1,0,1,3,2,2,3,5,2018,0,0,0,1,0,0,0,0,0,0,1,0,1
7714,70,전라도,0,0,0,6,1,0,1,2,2,2,1,4,2018,0,0,0,1,0,0,0,1,0,0,0,0,1
7717,73,전라도,1,1,0,11,1,0,2,5,2,3,3,5,2018,0,1,0,1,1,0,0,0,0,0,1,0,2
7718,70,전라도,0,0,0,11,1,0,1,3,2,3,3,5,2018,0,1,0,1,0,0,0,0,0,0,1,0,2
7721,74,전라도,0,0,0,5,1,0,1,3,2,2,3,5,2018,0,0,0,1,0,0,0,1,0,0,1,0,2
7722,70,전라도,0,0,0,11,1,0,1,2,2,2,2,5,2018,0,0,1,0,0,0,0,0,0,0,1,0,1
7723,71,전라도,0,0,0,5,1,0,1,9,2,2,3,5,2018,0,1,0,1,0,0,0,0,0,0,1,1,2
7724,79,전라도,0,0,0,11,1,0,1,2,2,2,3,4,2018,0,0,1,0,0,0,0,0,0,0,1,0,2
7727,79,전라도,1,1,0,11,1,0,1,3,2,2,3,4,2018,0,0,0,1,0,0,0,1,0,0,1,0,1
7728,72,전라도,0,0,0,6,1,0,1,3,3,3,1,6,2018,0,0,0,1,0,0,0,0,0,0,0,0,1
7731,58,전라도,0,0,1,14,2,0,1,3,2,2,3,4,2018,0,1,0,1,1,0,0,0,0,0,1,0,1
7732,56,전라도,0,0,1,6,3,0,1,5,2,2,3,5,2018,0,1,0,1,1,1,1,0,0,0,1,1,2
7733,56,전라도,0,0,1,6,2,0,1,7,2,2,3,4,2018,0,0,0,1,1,1,0,1,0,0,1,1,1
7734,58,전라도,1,0,1,6,3,0,1,6,2,2,3,3,2018,0,1,0,1,1,0,0,0,0,0,1,0,1
7736,59,전라도,1,0,1,6,3,0,1,7,3,3,2,5,2018,0,1,0,1,1,0,0,0,0,0,1,0,1
7737,57,전라도,0,0,1,5,3,0,2,9,3,3,2,4,2018,0,1,0,1,1,0,1,1,0,0,1,1,2
7738,59,전라도,0,0,1,5,3,0,1,7,3,4,2,6,2018,0,0,0,1,1,1,0,1,0,0,1,0,2
7739,58,전라도,0,0,1,6,3,0,1,6,2,3,3,5,2018,0,1,0,1,1,1,0,0,0,0,1,1,1
7740,58,전라도,0,0,1,7,3,0,1,9,3,3,2,5,2018,0,0,0,1,1,1,0,1,0,0,1,1,2
7742,58,전라도,0,0,1,6,3,0,1,8,3,2,3,5,2018,0,1,0,1,1,0,0,0,0,0,1,1,2
7743,64,전라도,0,0,1,6,2,0,1,4,2,2,2,3,2018,0,0,0,1,0,0,0,0,0,0,1,0,3
7744,62,전라도,0,0,1,6,2,0,1,7,2,2,4,4,2018,0,0,0,1,1,0,0,1,0,0,1,1,1
7745,63,전라도,0,0,1,6,2,0,1,5,3,3,3,4,2018,0,1,0,1,1,1,0,1,0,0,1,0,2
7747,60,전라도,1,0,1,5,3,0,1,4,3,3,3,5,2018,0,1,0,1,1,0,0,1,0,0,0,0,1
7749,64,전라도,1,1,1,14,3,0,2,3,2,2,2,4,2018,0,1,1,0,1,1,0,0,0,0,1,0,1
7750,60,전라도,0,0,1,6,2,0,1,6,3,3,3,5,2018,0,0,0,1,1,1,0,1,0,0,1,0,2
7751,60,전라도,0,0,1,5,3,0,1,7,3,3,3,5,2018,0,0,0,1,1,1,0,0,0,0,1,1,1
7753,68,전라도,0,0,1,6,2,0,1,3,2,3,2,5,2018,0,1,0,1,1,0,1,1,0,0,1,0,1
7754,67,전라도,0,0,1,7,2,0,2,7,2,2,2,5,2018,0,1,0,1,1,1,1,1,0,0,1,0,1
7755,69,전라도,1,1,1,7,2,0,2,5,2,2,2,3,2018,0,1,0,1,1,1,0,0,0,0,1,0,1
7756,69,전라도,0,0,1,6,1,0,1,4,2,1,3,1,2018,0,0,0,1,0,0,0,1,0,0,1,0,1
7757,65,전라도,0,0,1,6,2,0,1,3,3,3,3,7,2018,0,1,0,1,1,0,0,0,0,0,1,0,2
7758,65,전라도,1,1,1,14,3,0,1,5,3,3,3,5,2018,0,0,0,1,1,1,0,1,0,0,1,0,1
7761,67,전라도,0,0,1,6,2,0,1,2,2,2,3,4,2018,1,1,0,1,1,0,1,0,0,0,1,0,2
7766,72,전라도,0,0,1,6,1,0,1,3,2,1,3,5,2018,0,0,1,0,0,0,0,0,0,0,1,0,1
7767,74,전라도,0,0,1,6,2,1,1,8,3,2,2,5,2018,0,1,0,1,1,0,0,0,0,0,1,1,2
7768,70,전라도,0,0,1,6,1,0,1,4,3,3,2,5,2018,0,0,1,0,0,0,0,0,0,0,1,0,1
7774,70,전라도,0,0,1,14,2,0,2,2,3,3,2,4,2018,0,1,0,1,1,0,0,0,0,0,0,0,1
7775,70,전라도,0,0,1,14,3,0,2,4,2,2,2,4,2018,0,1,0,1,0,1,0,0,0,0,1,0,2
7776,73,전라도,0,0,1,14,1,0,1,3,3,3,2,5,2018,0,0,0,1,1,1,0,1,0,0,0,0,1
7778,59,전라도,1,1,0,11,2,0,1,1,2,2,2,4,2018,0,0,0,1,1,0,0,0,0,0,0,0,2
7779,55,전라도,0,0,0,5,3,0,2,9,3,2,3,5,2018,0,1,0,1,1,1,1,1,0,0,1,1,2
7780,59,전라도,1,1,0,11,2,0,2,4,2,3,3,4,2018,0,0,0,1,1,1,0,0,0,0,1,0,1
7781,58,전라도,1,0,0,11,3,0,1,6,3,3,3,5,2018,0,1,0,1,1,0,0,0,0,0,1,0,1
7782,56,전라도,0,0,0,6,2,0,1,7,3,3,3,5,2018,0,1,0,1,1,1,1,1,0,0,1,1,2
7783,59,전라도,0,0,0,6,2,0,1,6,3,2,2,4,2018,0,1,0,1,1,1,1,1,0,1,1,0,2
7784,56,전라도,0,0,0,6,3,0,1,6,2,2,2,4,2018,0,1,0,1,1,0,0,0,0,0,1,0,1
7785,58,전라도,0,0,0,6,2,0,1,6,3,3,2,6,2018,0,0,0,1,1,1,0,0,0,0,1,0,1
7786,58,전라도,0,0,0,6,3,0,1,4,2,2,3,5,2018,0,1,0,1,0,0,0,1,0,0,1,0,3
7787,59,전라도,0,0,0,6,3,0,1,5,3,2,3,5,2018,0,1,0,1,1,1,0,1,0,0,1,0,2
7788,58,전라도,1,1,0,4,3,0,1,7,3,2,3,3,2018,0,1,0,1,1,1,1,1,0,0,1,1,1
7790,58,전라도,1,1,0,11,3,0,2,7,3,3,3,5,2018,0,0,0,1,1,1,0,0,0,0,1,0,1
7791,58,전라도,0,0,0,4,2,0,1,4,3,3,3,6,2018,0,0,0,1,1,1,0,0,0,0,1,0,1
7792,64,전라도,1,1,0,11,2,0,1,7,3,2,3,4,2018,0,1,0,1,1,0,0,0,0,0,1,1,1
7793,63,전라도,1,1,0,11,3,0,1,2,3,3,3,5,2018,0,1,0,1,1,1,0,0,0,0,1,0,1
7794,61,전라도,0,0,0,6,2,0,1,6,2,3,3,4,2018,0,1,0,1,1,1,1,0,0,0,1,1,2
7796,64,전라도,0,0,0,6,1,0,1,5,3,2,2,5,2018,0,0,0,1,1,1,0,0,0,0,1,0,2
7797,62,전라도,0,0,0,6,1,0,1,3,3,3,3,6,2018,0,0,0,1,1,0,0,0,0,0,1,0,1
7799,64,전라도,0,0,0,6,2,0,1,3,2,2,2,4,2018,0,0,0,1,0,0,0,0,0,0,1,0,3
7800,61,전라도,1,1,0,11,3,0,1,6,3,2,3,3,2018,0,0,0,1,1,0,0,1,0,0,1,0,2
7803,62,전라도,0,0,0,11,3,0,2,4,2,3,3,5,2018,0,1,0,1,1,1,0,0,0,0,1,0,2
7804,60,전라도,0,0,0,11,3,0,2,4,2,3,2,4,2018,0,1,0,1,1,1,0,0,0,0,1,0,2
7805,60,전라도,0,0,0,5,3,0,2,5,2,3,2,5,2018,1,1,0,1,0,0,0,0,0,0,1,0,2
7806,62,전라도,0,0,0,4,3,0,1,5,3,3,2,6,2018,0,0,0,1,1,0,0,1,0,0,1,0,2
7808,67,전라도,1,0,0,11,1,0,1,3,2,2,2,4,2018,0,0,0,1,1,0,0,0,0,0,1,0,1
7810,65,전라도,0,0,0,5,2,0,1,7,3,3,3,5,2018,0,1,0,1,1,1,0,0,0,0,1,0,2
7811,65,전라도,0,0,0,6,2,0,1,6,2,2,2,4,2018,0,1,0,1,1,1,0,1,0,0,1,0,1
7812,68,전라도,0,0,0,6,2,0,1,5,2,2,2,4,2018,0,0,0,1,1,0,0,0,0,0,1,0,1
7814,65,전라도,0,0,0,6,2,0,1,2,2,2,2,4,2018,0,0,0,1,0,0,0,0,0,0,1,0,2
7815,65,전라도,0,0,0,11,3,0,2,5,3,3,3,5,2018,0,1,0,1,0,0,0,0,0,0,1,0,1
7816,65,전라도,0,0,0,11,2,0,1,4,2,2,3,4,2018,0,0,0,1,1,1,0,1,0,0,1,0,2
7820,67,전라도,0,0,0,11,2,0,1,6,2,2,3,5,2018,0,1,1,0,1,0,0,0,0,0,1,0,1
7827,70,전라도,1,1,0,11,2,0,2,7,2,3,3,5,2018,0,1,0,1,1,0,0,0,0,0,0,1,1
7828,76,전라도,0,0,0,6,1,0,1,3,2,2,3,5,2018,0,0,1,0,0,0,0,0,0,0,1,0,1
7835,72,전라도,0,0,0,11,2,0,2,3,2,2,2,5,2018,0,0,1,0,0,0,0,0,0,0,1,0,1
7838,58,경상도,1,0,1,9,2,0,1,6,3,2,3,4,2018,0,0,0,1,1,0,1,1,0,0,1,1,2
7841,58,경상도,1,0,1,6,4,0,1,9,3,3,3,5,2018,0,1,0,1,1,1,1,1,0,0,1,0,1
7846,55,경상도,0,0,1,5,4,0,2,7,2,2,1,3,2018,1,1,0,1,1,1,1,1,0,0,1,1,4
7847,56,경상도,1,1,1,4,2,0,1,5,3,3,3,5,2018,0,0,0,1,1,0,0,0,0,0,1,0,3
7848,59,경상도,1,1,1,7,3,0,2,10,3,3,3,4,2018,0,1,0,1,0,1,0,0,0,0,1,1,2
7849,59,경상도,1,1,1,9,2,0,2,5,3,3,3,4,2018,0,0,0,1,1,1,0,0,0,0,1,0,2
7850,59,경상도,0,0,1,6,2,0,1,6,2,2,3,4,2018,0,0,0,1,1,0,0,0,0,0,1,0,2
7852,56,경상도,1,1,1,5,4,0,1,9,2,2,3,4,2018,0,1,0,1,1,1,0,1,0,1,1,1,1
7853,61,경상도,0,0,1,5,4,0,1,7,3,4,3,5,2018,0,1,0,1,1,1,1,1,0,1,1,0,5
7854,64,경상도,1,1,1,9,3,0,2,4,2,3,2,5,2018,0,0,0,1,1,0,0,1,0,0,1,0,4
7855,63,경상도,1,1,1,9,2,0,2,10,3,2,2,4,2018,0,1,0,1,1,0,1,0,0,0,1,1,2
7856,64,경상도,1,1,1,9,3,0,2,5,3,2,2,4,2018,1,0,0,1,1,1,0,0,0,0,0,0,1
7857,62,경상도,1,0,1,4,2,0,1,5,3,3,3,4,2018,0,1,0,1,1,1,1,1,0,0,1,0,1
7859,62,경상도,1,1,1,4,1,0,1,7,3,3,3,4,2018,0,1,0,1,1,1,0,0,0,0,1,1,1
7863,60,경상도,0,0,1,9,3,0,1,8,3,3,2,4,2018,0,1,0,1,1,0,0,0,0,0,1,1,2
7864,60,경상도,1,1,1,4,3,0,1,9,3,3,2,5,2018,0,1,0,1,1,0,1,1,0,0,1,0,1
7866,60,경상도,1,0,1,5,3,0,2,8,2,2,2,4,2018,0,1,0,1,1,1,0,1,0,0,1,1,3
7871,65,경상도,0,0,1,5,2,0,1,5,2,2,3,2,2018,0,1,0,1,1,1,1,1,0,0,1,0,2
7873,65,경상도,0,0,1,4,3,0,2,8,3,3,3,4,2018,0,1,0,1,1,0,1,1,0,0,1,1,2
7874,65,경상도,1,1,1,5,3,0,2,5,3,2,4,5,2018,0,0,0,1,1,1,0,0,0,0,1,0,2
7879,65,경상도,1,0,1,7,3,0,2,7,2,2,2,4,2018,0,1,0,1,1,0,0,1,0,0,1,1,3
7880,76,경상도,0,0,1,9,2,0,1,3,3,3,2,4,2018,0,0,0,1,0,0,0,1,0,0,1,0,1
7885,75,경상도,1,1,1,9,2,0,2,7,3,2,2,3,2018,0,0,0,1,1,1,0,0,0,0,1,0,1
7886,70,경상도,1,0,1,6,1,0,1,5,2,2,2,4,2018,0,0,1,0,0,0,0,0,0,0,1,0,1
7891,71,경상도,0,0,1,9,2,0,2,3,3,3,2,3,2018,0,0,0,1,1,0,0,0,0,0,1,0,1
7893,73,경상도,0,0,1,14,2,0,2,3,3,2,2,3,2018,0,0,0,1,1,0,0,0,0,0,1,0,3
7897,70,경상도,1,0,1,5,3,0,2,5,2,2,2,4,2018,0,1,0,1,1,1,0,1,0,0,1,0,1
7898,59,경상도,0,0,0,11,3,0,1,7,3,3,3,4,2018,0,1,0,1,1,0,1,0,0,0,1,0,2
7899,57,경상도,1,1,0,4,3,0,1,7,3,3,3,5,2018,0,0,0,1,1,1,1,0,0,0,1,0,2
7901,56,경상도,1,1,0,5,3,0,2,9,3,2,2,3,2018,0,1,0,1,1,0,0,1,0,0,1,1,4
7902,59,경상도,1,1,0,5,3,0,2,7,3,2,3,4,2018,0,1,0,1,1,0,1,0,0,0,1,0,4
7904,57,경상도,1,0,0,6,3,0,1,4,3,3,3,4,2018,0,0,0,1,1,0,0,1,0,0,1,0,1
7906,59,경상도,1,1,0,5,3,0,2,5,3,3,3,5,2018,0,1,0,1,1,1,1,1,0,0,0,1,3
7908,59,경상도,1,0,0,6,1,0,1,6,3,3,4,6,2018,0,1,0,1,1,0,0,0,0,1,1,1,1
7910,57,경상도,0,0,0,4,3,0,2,6,3,3,3,4,2018,0,0,0,1,1,1,1,1,0,1,0,0,2
7911,59,경상도,1,1,0,5,3,0,1,9,3,3,3,5,2018,0,0,0,1,1,0,1,0,0,0,1,1,4
7912,58,경상도,1,1,0,11,3,0,2,7,3,3,1,4,2018,0,0,0,1,1,1,0,0,0,0,1,1,2
7913,59,경상도,1,1,0,11,3,0,2,6,3,3,1,4,2018,0,0,0,1,1,1,0,0,0,0,1,0,2
7914,55,경상도,1,0,0,11,3,0,2,7,2,2,3,4,2018,0,1,0,1,1,1,0,1,0,0,1,1,2
7915,59,경상도,1,0,0,14,3,0,2,4,2,2,3,4,2018,0,1,0,1,1,1,0,1,0,0,0,0,1
7916,62,경상도,0,0,0,11,2,0,1,4,3,2,3,3,2018,0,0,0,1,0,0,0,0,0,0,1,0,2
7918,62,경상도,1,0,0,11,3,0,1,6,3,2,3,5,2018,0,1,0,1,1,0,1,0,0,0,1,0,2
7922,63,경상도,1,1,0,11,4,0,2,10,2,1,2,2,2018,0,0,0,1,1,1,0,1,0,0,1,0,2
7923,64,경상도,1,1,0,11,2,0,1,4,2,2,2,3,2018,0,0,0,1,1,0,0,1,0,0,1,0,1
7927,60,경상도,0,0,0,4,3,0,2,4,3,3,3,6,2018,0,1,0,1,0,0,1,0,0,0,1,0,2
7929,61,경상도,1,1,0,4,3,0,2,8,3,3,4,4,2018,0,0,0,1,1,1,0,0,0,0,1,0,2
7930,64,경상도,0,0,0,4,2,0,1,6,2,2,3,3,2018,0,0,0,1,0,0,0,0,0,0,1,0,2
7931,64,경상도,1,0,0,11,2,0,1,6,2,2,3,4,2018,0,1,0,1,1,0,0,1,0,0,1,1,1
7939,68,경상도,1,1,0,14,3,0,1,4,2,3,3,5,2018,0,1,0,1,1,1,0,1,0,0,0,0,1
7942,69,경상도,1,1,0,5,3,0,2,5,2,3,3,4,2018,0,1,0,1,1,0,0,0,0,0,0,1,1
7943,66,경상도,0,0,0,11,3,0,2,7,3,3,3,4,2018,0,1,0,1,1,0,0,0,0,0,1,1,2
7949,65,경상도,1,0,0,5,3,0,2,4,2,2,3,4,2018,0,0,0,1,1,1,0,1,0,0,0,0,2
7958,72,경상도,1,1,0,11,2,0,2,3,3,3,2,4,2018,0,0,0,1,1,0,0,1,0,0,1,0,2
7961,71,경상도,0,0,0,11,1,0,2,3,3,2,3,5,2018,0,0,0,0,0,0,0,0,0,0,1,0,1
7963,75,경상도,0,0,0,14,2,0,2,3,3,3,3,4,2018,0,0,0,1,0,0,0,0,0,0,0,0,1
7970,74,경상도,1,0,0,11,1,0,2,3,2,2,2,4,2018,0,1,0,1,1,1,0,1,0,0,1,0,3
7971,55,경상도,1,1,1,7,3,0,2,8,3,3,4,4,2018,0,1,0,1,1,1,0,1,0,0,1,1,3
7972,55,경상도,1,0,1,7,3,0,1,6,3,2,3,4,2018,0,1,0,1,1,0,0,0,0,0,1,1,4
7973,55,경상도,1,0,1,8,3,0,2,9,3,2,2,4,2018,0,1,0,1,1,1,1,0,0,0,1,1,2
7976,56,경상도,1,0,1,5,3,0,1,7,3,2,3,5,2018,0,0,0,1,1,0,0,1,0,0,1,1,4
7977,56,경상도,1,1,1,9,2,0,2,7,3,2,4,3,2018,0,1,0,1,1,1,0,0,0,0,1,1,1
7978,57,경상도,1,1,1,5,3,0,2,7,3,2,2,4,2018,0,1,0,1,1,1,0,0,0,0,1,1,2
7979,57,경상도,1,1,1,4,3,0,2,7,3,3,4,4,2018,0,1,0,1,1,1,1,1,0,0,1,1,1
7980,57,경상도,1,1,1,14,3,0,1,6,3,3,3,6,2018,0,0,0,1,0,0,0,1,0,0,1,1,1
7981,57,경상도,1,0,1,4,3,0,2,9,2,2,3,4,2018,1,1,0,1,1,1,1,1,0,0,1,1,4
7982,57,경상도,1,1,1,5,3,0,1,8,3,2,2,4,2018,0,0,0,1,1,1,0,1,0,0,1,1,1
7983,59,경상도,1,1,1,8,3,0,2,8,3,4,3,5,2018,1,0,0,1,1,1,1,1,0,0,1,1,2
7984,58,경상도,1,0,1,14,2,1,2,2,2,1,1,2,2018,0,0,0,1,0,0,1,1,0,0,1,0,1
7985,59,경상도,1,0,1,4,3,0,1,7,3,2,2,4,2018,1,1,0,1,1,1,1,0,0,0,1,1,4
7986,59,경상도,1,1,1,4,2,0,1,3,1,1,4,3,2018,0,0,0,1,0,1,0,1,0,0,0,0,1
7987,60,경상도,1,0,1,5,4,0,2,7,2,2,3,4,2018,1,1,0,1,1,1,1,1,0,0,1,1,2
7988,60,경상도,1,1,1,6,3,0,2,7,3,2,3,4,2018,0,1,0,1,1,0,1,0,0,0,1,1,2
7989,60,경상도,1,1,1,5,3,0,1,8,4,4,3,6,2018,0,1,0,1,1,1,1,0,0,0,1,1,1
7991,62,경상도,1,1,1,14,2,0,3,3,3,2,2,4,2018,0,0,0,1,1,0,1,1,0,0,1,0,1
7993,62,경상도,1,1,1,8,3,0,2,5,3,4,3,6,2018,1,0,0,1,1,1,1,1,0,0,1,0,1
7994,62,경상도,1,0,1,8,3,0,2,6,2,3,2,4,2018,0,0,0,1,0,0,1,0,0,0,1,0,1
7995,62,경상도,1,0,1,6,2,0,1,5,4,4,3,6,2018,0,1,0,1,1,0,1,0,0,0,1,0,1
7996,63,경상도,1,1,1,9,3,0,2,8,3,3,3,5,2018,0,1,0,1,1,1,0,1,0,0,1,0,1
7997,63,경상도,1,1,1,9,2,0,2,8,3,3,3,4,2018,0,0,0,1,1,1,0,1,0,0,1,0,1
7998,63,경상도,1,0,1,14,2,1,2,3,1,1,1,1,2018,0,1,0,1,0,0,0,1,0,0,1,0,1
7999,63,경상도,1,0,1,7,2,0,1,3,3,2,2,5,2018,0,0,0,1,1,0,0,1,0,0,1,0,4
8003,65,경상도,1,1,1,4,3,0,1,6,2,2,3,4,2018,0,1,0,1,1,0,0,1,0,0,1,0,1
8005,65,경상도,1,0,1,8,3,0,1,9,3,2,2,4,2018,0,1,0,1,1,1,1,0,0,0,1,1,4
8007,65,경상도,1,1,1,7,3,0,2,7,3,2,2,4,2018,1,1,0,1,1,1,1,0,0,0,1,1,4
8008,66,경상도,1,1,1,14,3,0,2,4,3,2,3,4,2018,0,0,0,1,1,0,1,0,0,0,1,0,2
8009,67,경상도,1,1,1,14,2,0,2,3,2,3,2,5,2018,0,1,0,1,1,0,0,1,0,0,1,0,1
8010,67,경상도,1,0,1,5,3,0,1,6,2,2,4,3,2018,0,1,0,1,1,1,0,1,0,0,1,0,1
8011,68,경상도,1,1,1,14,3,0,2,2,3,3,4,4,2018,0,0,0,1,1,1,0,1,0,0,1,0,1
8018,70,경상도,1,1,1,5,1,0,2,4,3,2,3,4,2018,0,0,1,0,0,0,0,0,0,0,1,0,1
8020,72,경상도,1,0,1,9,1,0,2,4,3,3,3,4,2018,1,0,0,1,1,0,0,1,0,0,1,0,1
8021,72,경상도,1,1,1,5,2,0,2,4,3,4,3,5,2018,1,0,0,1,1,0,1,1,0,0,1,0,2
8025,74,경상도,1,0,1,14,1,0,1,3,4,3,4,4,2018,0,1,0,1,1,0,0,0,0,0,1,0,4
8032,57,경상도,1,1,0,11,3,0,2,9,3,2,3,5,2018,1,1,0,1,1,1,1,0,0,0,1,1,4
8033,59,경상도,1,1,0,11,3,0,2,7,3,3,3,4,2018,0,0,0,1,1,0,1,0,0,0,1,1,4
8036,56,경상도,1,1,0,4,3,0,2,9,3,2,3,4,2018,0,1,0,1,1,0,0,1,0,0,1,1,4
8039,59,경상도,1,1,0,11,2,0,1,4,1,1,3,3,2018,0,1,0,1,1,0,0,1,0,0,1,0,1
8040,55,경상도,1,1,0,5,3,0,1,11,2,3,3,3,2018,0,0,0,1,1,0,0,0,0,0,1,1,1
8042,59,경상도,1,1,0,5,3,0,1,9,3,2,3,4,2018,0,1,0,1,1,0,0,0,0,0,1,1,4
8043,56,경상도,1,0,0,5,3,0,1,7,3,2,3,3,2018,0,1,0,1,1,0,0,1,0,0,1,0,4
8045,57,경상도,1,1,0,6,3,0,1,5,2,2,3,3,2018,0,1,0,1,1,1,0,1,0,0,1,1,1
8046,58,경상도,1,0,0,5,3,0,1,9,3,2,3,4,2018,0,0,0,1,1,1,0,0,0,0,1,1,2
8047,58,경상도,1,0,0,4,3,0,2,5,2,2,3,5,2018,1,1,0,1,1,1,1,0,0,0,0,0,4
8048,58,경상도,1,0,0,11,3,0,3,8,3,2,3,3,2018,0,1,0,1,1,0,0,1,0,0,1,1,4
8049,55,경상도,1,1,0,4,3,0,2,8,3,2,2,4,2018,1,1,0,1,1,1,1,1,0,0,1,1,4
8050,56,경상도,1,1,0,7,3,0,2,9,2,2,3,4,2018,0,0,1,0,0,0,0,0,0,0,1,1,4
8051,58,경상도,1,1,0,5,3,0,2,11,3,3,3,5,2018,0,0,0,1,1,1,1,1,0,0,1,1,2
8055,60,경상도,1,1,0,5,3,0,1,11,2,2,3,3,2018,0,1,0,1,1,0,0,0,0,0,1,1,4
8056,60,경상도,1,0,0,11,2,0,2,4,2,2,3,4,2018,0,0,1,0,0,0,0,0,0,0,1,0,4
8058,61,경상도,1,1,0,11,3,0,2,5,3,2,2,4,2018,0,0,0,1,1,1,1,0,0,0,1,0,4
8059,62,경상도,1,1,0,5,3,0,2,5,3,2,3,6,2018,1,0,0,1,1,1,1,0,0,0,1,0,2
8060,62,경상도,1,0,0,11,3,0,2,5,2,3,2,6,2018,1,0,0,1,1,0,1,1,0,0,1,0,2
8061,62,경상도,1,0,0,11,2,0,3,4,3,3,3,6,2018,0,1,0,1,1,0,0,0,0,0,1,0,1
8062,62,경상도,1,0,0,5,3,0,1,8,3,3,2,6,2018,0,1,0,1,1,0,1,1,0,0,0,0,1
8064,63,경상도,1,1,0,11,2,0,1,3,3,3,3,3,2018,0,0,1,0,0,0,0,0,0,0,1,0,1
8065,63,경상도,1,1,0,4,3,0,2,10,3,3,4,5,2018,0,0,0,1,1,1,1,1,0,0,1,0,2
