,연령,광역시도,시_1_군_0,동_1_읍면_0,성별,직업,최종학력,장애판정,가구거주형태,가구월평균소득,여가문화생활_만족도,경제적_만족도,건강상태_만족도,전반적인삶_만족도,년도,온라인_교육_여부,pc_노트북_보유,피처폰_보유,스마트폰_태블릿PC_보유,뉴스_날씨,미디어콘텐츠,SNS,앱 검색 및 설치,형제자매_존재,부모_존재,배우자_존재,동거자녀_존재,y
9929,62,9,1,1,1,4,3,0,2,9,2,3,2,3,2019,1,1,0,1,1,1,1,0,0,0,1,1,3
9930,62,11,1,1,0,11,3,0,1,9,3,3,4,3,2019,1,1,0,1,0,1,1,1,0,0,1,0,5
9931,63,9,1,1,0,9,2,0,2,3,3,3,3,3,2019,0,0,0,1,1,0,1,0,0,0,0,0,5
9932,63,1,1,1,0,11,3,0,2,4,3,3,2,3,2019,1,1,0,1,1,1,0,1,0,0,0,0,4
9933,63,7,1,1,0,11,3,0,2,6,3,2,3,3,2019,0,0,0,1,0,0,0,0,0,0,1,0,3
9934,63,1,1,1,1,1,4,0,2,7,3,3,4,3,2019,1,1,0,1,1,1,1,0,0,0,1,1,1
9935,63,4,1,1,0,11,2,0,2,6,3,2,2,3,2019,0,0,0,1,1,0,1,0,0,0,1,0,4
9936,63,9,1,1,0,5,3,0,3,5,2,3,3,2,2019,1,0,0,1,1,1,1,0,0,0,0,0,2
9937,63,9,1,1,1,9,2,0,2,10,3,2,2,2,2019,0,1,0,1,1,1,0,0,0,0,1,1,2
9938,63,9,1,1,1,4,4,0,2,9,3,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,5
9939,64,12,1,1,0,11,2,0,2,3,3,3,3,3,2019,0,1,0,1,0,0,0,0,0,0,1,0,4
9940,64,14,0,0,0,6,2,0,1,7,3,3,2,3,2019,0,1,0,1,0,1,0,0,0,0,1,1,2
9941,64,2,1,1,1,8,3,0,1,8,3,3,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,0,2
9942,64,2,1,1,1,7,3,0,3,5,3,2,3,3,2019,0,1,0,1,1,1,1,0,0,0,1,1,3
9943,64,9,1,1,0,11,3,0,3,5,3,3,3,3,2019,1,0,0,1,1,1,0,0,0,0,1,0,4
9944,64,12,0,0,0,11,2,0,1,6,3,3,3,2,2019,0,1,0,1,1,0,0,0,0,0,1,0,4
9945,64,14,0,0,0,6,2,0,1,6,3,3,3,3,2019,0,0,0,1,1,0,0,0,0,0,1,0,5
9946,64,1,1,1,0,11,3,0,1,6,3,3,2,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,4
9947,64,12,1,1,1,5,3,0,2,5,3,3,2,3,2019,0,1,0,1,1,1,1,1,0,0,1,0,4
9948,64,9,1,1,0,11,3,0,1,11,2,2,3,2,2019,0,1,0,1,0,1,0,1,0,0,1,1,3
9949,64,9,1,1,1,5,3,0,3,9,2,1,3,2,2019,0,1,0,1,0,1,1,0,0,0,1,1,3
9950,64,9,1,1,0,9,3,0,2,9,3,4,2,3,2019,1,1,0,1,1,0,1,1,0,0,1,1,3
9951,64,9,1,1,1,5,4,0,2,9,2,3,3,3,2019,1,1,0,1,0,1,1,0,0,0,1,1,2
9952,64,1,1,1,1,5,3,0,1,9,4,3,3,2,2019,1,1,0,1,1,1,0,1,0,0,1,1,5
9953,64,3,1,1,1,5,3,0,1,9,3,3,3,2,2019,0,1,1,0,0,0,0,0,0,0,1,0,3
9954,65,11,1,1,0,11,3,0,1,3,2,2,3,3,2019,0,0,0,1,0,1,1,0,0,0,1,0,3
9955,65,2,1,1,1,9,3,0,2,4,3,2,2,1,2019,0,1,0,1,1,1,0,1,0,0,1,0,2
9956,65,15,0,0,0,11,3,0,1,7,2,3,3,4,2019,0,0,0,1,0,0,0,0,0,0,1,0,2
9957,65,1,1,1,0,11,3,0,1,7,2,3,3,2,2019,0,1,0,1,1,1,0,1,0,0,1,0,5
9958,65,4,1,1,0,5,2,0,2,9,2,2,3,2,2019,0,1,0,1,0,0,0,0,0,0,1,1,3
9959,65,10,1,1,0,4,3,0,2,9,3,4,4,4,2019,0,1,0,1,0,0,0,0,0,0,1,1,4
9960,65,4,1,1,1,5,3,0,2,9,3,4,3,4,2019,0,1,0,1,1,1,1,0,0,0,1,1,3
9961,65,5,1,1,0,11,2,0,1,9,3,3,2,3,2019,0,1,0,1,0,1,0,0,0,0,1,1,2
9962,65,10,1,1,0,4,3,0,1,9,3,3,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,0,4
9963,65,1,1,1,0,11,3,0,2,10,2,2,2,2,2019,1,1,0,1,1,0,0,1,0,0,1,1,2
9964,65,10,0,0,1,6,1,0,1,2,3,3,3,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,2
9965,66,2,1,1,1,9,2,0,1,4,2,2,3,2,2019,0,1,0,1,0,0,0,0,0,0,1,0,2
9966,66,9,1,1,0,11,1,0,3,4,3,2,3,3,2019,0,1,0,1,1,0,0,0,0,1,1,1,3
9967,66,9,1,1,1,8,3,0,2,6,3,2,2,3,2019,0,0,0,1,0,0,0,0,0,0,1,0,2
9968,66,1,1,1,0,11,2,0,2,8,2,2,3,3,2019,0,0,0,1,1,0,0,0,0,0,1,1,2
9969,66,1,1,1,0,5,3,0,1,5,3,2,2,2,2019,0,1,0,1,1,1,0,0,0,0,1,1,2
9970,66,1,1,1,1,5,3,0,2,5,3,3,3,3,2019,0,0,0,1,1,1,1,1,0,0,1,0,2
9971,66,1,1,1,0,4,3,0,1,9,2,3,3,2,2019,0,1,0,1,1,1,0,1,0,0,1,0,4
9972,67,6,1,1,0,11,1,0,1,2,1,3,3,3,2019,0,1,0,1,1,1,0,0,0,0,1,0,3
9973,67,14,0,0,0,6,1,0,1,3,2,2,2,2,2019,0,1,0,1,1,1,1,0,0,0,1,0,2
9974,67,16,1,1,1,4,3,0,2,4,2,2,3,3,2019,0,0,0,1,1,0,1,1,0,0,1,0,5
9975,67,13,1,1,1,4,3,0,2,8,3,2,3,3,2019,0,1,0,1,0,0,0,1,0,0,1,0,4
9976,67,9,1,1,1,5,3,0,2,11,2,3,2,4,2019,1,1,0,1,1,1,1,1,0,0,1,1,3
9977,68,9,1,1,0,11,3,0,2,4,2,3,2,3,2019,0,0,0,1,1,0,0,0,0,0,0,0,3
9978,68,14,0,0,1,6,1,0,1,4,3,3,3,2,2019,0,0,0,1,1,0,0,1,0,0,1,0,3
9979,68,9,1,1,0,11,3,0,3,4,2,3,2,3,2019,1,1,0,1,1,1,1,0,0,0,1,0,2
9980,68,9,1,1,0,11,2,0,2,10,3,3,2,3,2019,1,1,0,1,1,1,0,1,0,0,1,0,1
9981,68,11,1,1,0,5,3,0,1,5,3,2,3,3,2019,0,0,1,0,0,0,0,0,0,0,1,0,4
9982,69,12,0,0,0,11,2,0,1,4,2,2,2,3,2019,0,0,0,1,0,0,1,0,0,0,1,0,3
9983,69,9,1,1,1,5,3,1,2,8,3,2,3,3,2019,0,0,0,1,1,0,0,0,0,0,1,0,3
9984,69,13,0,0,1,4,2,0,1,5,2,3,3,3,2019,0,1,0,1,1,1,0,0,0,0,1,0,2
9985,69,14,1,0,1,5,2,0,1,6,3,3,4,4,2019,0,0,0,1,1,1,0,1,0,0,1,0,3
9986,69,1,1,1,1,9,3,0,2,5,2,2,3,3,2019,1,1,0,1,1,1,0,1,0,0,0,0,5
9987,69,9,1,1,0,9,2,0,2,5,2,3,2,3,2019,1,0,0,1,1,1,1,1,0,0,1,0,4
9988,70,14,0,0,0,6,1,0,1,2,2,2,2,2,2019,0,0,0,1,1,1,0,0,0,0,0,0,2
9989,70,9,1,1,0,11,1,0,2,2,2,2,2,2,2019,0,1,0,1,0,0,0,0,0,0,0,0,3
9990,70,5,1,1,1,7,1,1,1,4,3,2,2,3,2019,0,0,0,1,0,1,0,0,0,0,1,0,2
9991,70,15,1,1,1,14,4,0,2,6,3,2,3,3,2019,1,1,0,1,1,0,1,1,0,0,1,1,5
9992,70,14,0,0,0,6,1,1,1,4,3,3,3,3,2019,0,0,1,0,0,0,0,0,0,0,1,0,3
9993,70,1,1,1,0,11,2,0,1,4,3,3,3,3,2019,0,0,1,0,0,0,0,0,0,0,1,0,3
9994,71,1,1,1,0,11,3,0,2,4,4,3,3,4,2019,0,0,0,1,1,0,0,1,0,0,0,0,2
9995,71,9,1,1,1,5,3,0,2,5,3,3,2,3,2019,0,1,0,1,1,0,0,1,0,0,1,0,4
9996,71,1,1,1,0,11,2,0,3,3,2,2,3,3,2019,0,0,0,0,0,0,0,0,0,0,1,0,2
9997,71,9,1,1,0,11,3,0,2,9,3,2,4,3,2019,0,0,0,0,0,0,0,0,0,0,1,1,3
9998,72,11,1,0,1,14,3,0,2,4,3,2,3,2,2019,0,0,0,1,1,1,0,0,0,0,1,0,3
9999,72,10,1,1,1,15,3,0,3,4,3,3,2,3,2019,0,1,0,1,1,0,0,0,0,0,1,0,3
10000,72,9,1,1,0,11,1,0,2,5,3,2,3,3,2019,0,0,0,1,1,0,0,0,0,0,1,0,4
10001,72,1,1,1,1,5,3,0,2,5,3,3,2,2,2019,0,0,0,1,1,0,1,1,0,0,1,0,1
10002,72,9,1,1,0,11,1,0,2,4,3,2,3,2,2019,0,0,1,0,0,0,0,0,0,0,0,0,4
10003,73,1,1,1,1,14,4,0,3,1,2,2,2,2,2019,0,0,1,0,0,0,0,0,0,0,0,0,3
10004,73,9,1,1,0,11,2,0,2,4,2,3,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,4
10005,74,14,0,0,0,11,1,0,2,2,2,3,2,3,2019,0,0,0,1,1,0,0,0,0,0,0,0,5
10006,74,14,0,0,1,7,2,0,1,5,3,3,2,3,2019,0,0,0,1,0,1,0,0,0,0,1,0,3
10007,74,13,1,1,0,11,3,0,1,3,2,3,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,2
10008,74,13,1,1,0,11,3,0,1,5,3,3,2,3,2019,0,1,0,0,0,0,0,1,0,0,1,0,2
10009,74,9,1,1,1,14,4,0,2,4,3,2,2,2,2019,0,0,0,0,0,0,0,0,0,0,1,0,3
10010,74,9,1,1,0,5,3,0,3,6,2,3,2,2,2019,0,0,0,0,0,0,0,0,0,0,1,0,3
10011,75,9,1,1,0,11,2,0,3,2,2,2,2,3,2019,0,0,0,1,1,1,0,0,0,0,0,0,3
10012,75,1,1,1,0,11,1,0,3,4,2,2,3,2,2019,0,0,0,1,1,1,0,0,1,0,0,0,5
10013,75,9,1,1,1,14,4,0,2,4,2,3,3,3,2019,1,1,0,1,1,1,1,0,0,0,1,0,3
10014,75,1,1,1,1,14,3,0,2,5,2,2,2,2,2019,0,1,1,0,0,0,0,0,0,0,1,1,2
10015,75,9,1,1,1,14,4,0,3,5,3,2,2,2,2019,0,1,0,0,0,0,0,0,0,0,1,0,3
10016,76,3,1,1,1,14,2,1,4,2,3,2,3,4,2019,0,0,1,0,0,0,0,0,0,0,1,0,4
10017,77,9,1,1,1,14,3,0,3,5,2,1,2,3,2019,0,1,0,0,0,0,0,0,0,0,1,1,4
10018,79,14,0,0,0,6,1,0,1,5,3,3,3,3,2019,0,1,0,0,0,0,0,1,0,0,1,0,2
10019,81,14,0,0,0,11,1,0,1,2,3,3,3,2,2019,0,0,1,0,0,0,0,0,0,0,0,0,4
10020,84,14,0,0,1,14,1,0,1,3,3,3,3,2,2019,0,1,0,1,1,0,1,0,0,0,1,0,4
10021,56,1,1,1,1,3,4,0,1,10,3,3,3,1,2020,0,1,0,1,1,0,0,1,0,0,1,1,3
10022,67,1,1,1,1,7,2,0,2,6,3,3,3,3,2020,0,0,0,1,1,1,0,1,0,0,1,0,2
10023,57,1,1,1,1,4,3,0,3,10,2,2,3,3,2020,0,1,0,1,1,1,1,0,0,0,1,1,4
10024,67,1,1,1,1,9,3,0,2,6,3,3,3,3,2020,0,0,0,1,1,1,0,1,0,0,0,0,2
10025,74,1,1,1,1,14,3,0,1,4,2,2,2,3,2020,0,0,0,1,1,0,0,1,0,0,1,0,2
10026,73,1,1,1,1,14,3,0,1,4,3,3,2,3,2020,0,0,1,0,0,0,0,0,0,0,1,0,2
10027,59,1,1,1,1,4,3,0,3,8,3,4,3,3,2020,1,1,0,1,1,1,1,1,0,0,1,0,3
10028,60,1,1,1,1,4,3,0,3,6,3,4,3,2,2020,1,1,0,1,1,1,1,1,0,0,1,0,4
10029,62,1,1,1,1,4,4,0,3,10,3,3,4,3,2020,0,1,0,1,1,1,0,1,0,0,1,1,2
10030,57,1,1,1,1,4,3,0,2,11,2,2,3,3,2020,0,1,0,1,1,0,1,1,0,0,1,1,4
10031,55,1,1,1,1,5,3,0,1,11,3,2,3,2,2020,0,1,0,1,1,0,1,0,0,0,1,1,2
10032,62,1,1,1,1,5,3,0,3,8,2,2,3,2,2020,0,0,0,1,0,0,0,0,0,0,1,0,2
10033,58,1,1,1,1,8,3,0,2,7,2,3,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,0,4
10034,58,1,1,1,1,4,3,0,2,9,3,3,4,3,2020,1,1,0,1,1,1,0,1,0,0,1,1,3
10035,57,1,1,1,1,9,3,0,1,8,2,2,3,2,2020,0,1,0,1,1,1,1,0,0,0,1,0,2
10036,56,1,1,1,1,7,3,0,3,7,3,2,3,2,2020,0,1,0,1,1,0,0,1,0,0,1,0,2
10037,58,1,1,1,1,7,3,0,1,9,3,3,4,3,2020,0,1,0,1,0,0,0,1,0,0,1,1,2
10038,56,1,1,1,1,7,3,0,1,7,3,2,3,2,2020,0,1,0,1,1,0,0,1,0,0,0,0,2
10039,57,1,1,1,1,3,4,0,3,11,4,3,3,2,2020,1,1,0,1,1,0,0,1,0,0,1,1,5
10040,57,1,1,1,1,3,4,0,3,11,3,3,3,2,2020,0,1,0,1,1,0,1,1,0,0,1,1,5
10041,57,1,1,1,0,11,4,0,2,7,2,2,3,2,2020,0,1,0,1,0,0,1,1,0,0,1,1,4
10042,59,1,1,1,0,11,3,0,1,8,3,4,3,3,2020,0,1,0,1,1,0,1,1,0,0,1,1,5
10043,57,1,1,1,0,11,3,0,3,8,2,3,2,2,2020,0,1,0,1,1,0,1,1,0,0,1,1,4
10044,58,1,1,1,0,11,3,1,2,10,2,3,2,2,2020,0,1,0,1,1,0,1,1,0,0,1,1,4
10045,56,1,1,1,0,3,4,0,1,10,2,3,3,3,2020,1,1,0,1,1,1,0,1,0,0,1,1,4
10046,58,1,1,1,0,3,3,0,2,10,3,3,4,3,2020,0,1,0,1,1,0,0,1,0,0,1,0,2
10047,61,1,1,1,0,4,4,0,2,10,3,2,3,2,2020,0,0,0,1,0,0,0,0,0,0,1,1,2
10048,59,1,1,1,0,11,3,0,2,8,2,3,3,3,2020,0,1,0,1,1,1,1,1,0,0,1,1,2
10049,63,1,1,1,0,11,3,0,2,6,3,4,3,3,2020,0,0,0,1,1,0,0,0,0,0,1,1,4
10050,59,1,1,1,0,4,3,0,2,10,2,3,3,2,2020,0,1,0,1,0,0,0,1,0,0,1,0,4
10051,62,1,1,1,0,11,3,0,2,10,3,3,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,1,4
10052,63,1,1,1,0,5,4,0,3,9,3,3,2,2,2020,0,1,0,1,1,0,0,0,0,1,1,0,1
10053,63,1,1,1,0,2,3,0,3,9,3,3,3,3,2020,1,1,0,1,1,1,0,0,0,0,0,1,2
10054,56,1,1,1,0,4,3,0,2,10,3,3,3,2,2020,0,1,0,1,1,0,1,1,0,0,1,1,5
10055,56,1,1,1,0,11,2,0,3,8,3,3,4,3,2020,0,1,0,1,0,1,0,1,0,0,1,1,2
10056,58,1,1,1,0,11,3,0,1,11,3,2,2,2,2020,0,1,0,1,1,0,0,1,0,0,1,1,1
10057,58,2,1,1,1,5,2,0,2,7,3,3,3,3,2020,0,1,0,1,1,1,1,0,0,0,1,0,5
10058,62,2,1,1,1,9,3,0,1,5,1,2,3,2,2020,0,1,0,1,1,0,1,1,0,0,1,0,2
10059,68,2,1,1,1,5,4,0,1,5,3,2,3,4,2020,0,1,0,1,1,1,1,1,0,0,1,0,3
10060,68,2,1,1,0,5,2,0,2,7,3,2,3,3,2020,0,1,0,1,1,0,1,0,0,0,1,0,2
10061,60,2,1,1,0,11,3,0,1,7,3,3,2,3,2020,0,0,0,1,0,0,0,1,0,0,1,0,3
10062,58,3,1,1,1,3,4,0,2,11,3,3,4,3,2020,1,1,0,1,1,1,1,1,0,0,1,1,4
10063,62,3,1,1,1,5,3,0,2,9,3,2,3,2,2020,0,1,0,1,1,1,1,1,0,0,1,1,2
10064,58,3,1,0,1,8,3,0,1,10,2,3,3,3,2020,0,0,0,1,0,1,1,1,0,0,1,0,3
10065,59,3,1,1,1,7,3,0,2,8,3,2,3,2,2020,0,1,0,1,1,0,1,0,0,0,0,0,2
10066,65,3,1,1,1,7,2,0,2,7,3,3,3,3,2020,0,1,0,1,1,1,1,1,0,0,1,0,2
10067,63,3,1,1,1,7,3,0,2,7,3,2,2,3,2020,1,1,0,1,1,1,1,1,0,0,1,1,2
10068,58,3,1,0,1,4,4,0,3,11,2,3,3,3,2020,0,0,0,1,0,0,1,1,0,0,1,0,3
10069,55,3,1,1,0,11,3,0,2,9,2,2,2,3,2020,0,1,0,1,1,0,1,1,0,0,1,1,2
10070,62,3,1,0,0,11,3,0,3,8,3,2,3,3,2020,0,0,0,1,1,0,1,0,0,0,1,1,3
10071,55,3,1,1,0,11,3,0,2,11,2,3,2,3,2020,0,0,0,1,1,0,0,1,0,0,1,1,3
10072,56,3,1,0,0,11,3,0,3,6,2,3,3,3,2020,0,0,0,1,0,0,1,1,0,0,1,0,3
10073,62,3,1,1,0,5,2,0,2,6,3,3,3,3,2020,0,0,0,1,0,0,0,0,0,0,0,0,2
10074,55,3,1,0,0,11,4,0,2,9,3,2,3,2,2020,0,1,0,1,1,0,1,0,0,0,1,1,4
10075,68,4,1,0,1,14,3,0,1,6,3,3,3,2,2020,0,1,0,1,1,0,1,1,0,0,1,0,2
10076,57,4,1,0,1,7,3,0,1,5,3,3,3,2,2020,0,1,0,1,0,0,0,1,0,0,1,0,2
10077,61,4,1,0,1,5,3,0,1,8,2,3,2,4,2020,1,1,0,1,1,1,1,1,0,0,1,0,2
10078,58,4,1,1,1,5,3,0,1,10,3,2,2,1,2020,0,1,0,1,1,0,1,1,0,0,1,1,3
10079,58,4,1,0,0,11,3,0,1,6,3,3,3,4,2020,0,1,0,1,1,0,1,1,0,0,1,0,3
10080,55,4,1,1,0,5,3,0,3,10,3,3,4,3,2020,0,1,0,1,0,1,0,1,0,0,1,1,3
10081,56,4,1,1,0,5,3,0,3,11,3,2,2,2,2020,0,0,0,1,1,0,0,0,0,0,1,1,4
10082,65,4,1,1,0,11,3,0,3,7,2,1,3,2,2020,0,1,0,0,0,0,0,0,0,0,1,1,2
10083,57,5,1,1,1,8,3,0,2,11,2,3,4,3,2020,0,1,0,1,1,1,0,1,0,0,1,1,5
10084,58,5,1,1,1,3,4,1,2,10,3,3,2,2,2020,0,1,0,1,1,0,1,1,0,0,1,1,2
10085,58,5,1,1,1,7,3,0,2,9,3,3,2,3,2020,0,0,0,1,1,0,0,0,0,0,1,1,2
10086,56,5,1,1,0,4,3,0,2,9,3,2,3,2,2020,0,1,0,1,1,1,0,0,0,0,1,1,4
10087,63,5,1,1,0,4,3,0,2,8,3,2,2,2,2020,0,0,0,1,1,0,0,0,0,0,1,1,2
10088,59,5,1,1,0,4,3,0,2,8,2,2,3,2,2020,0,0,0,1,1,0,0,0,0,0,1,0,2
10089,61,5,1,1,0,5,3,0,1,9,3,3,2,2,2020,0,0,0,1,1,0,0,1,0,0,1,0,3
10090,56,5,1,1,0,4,3,0,1,9,2,2,4,2,2020,0,1,0,1,1,1,0,0,0,0,1,1,2
10091,63,5,1,1,0,4,3,0,1,8,3,3,3,3,2020,0,0,0,1,1,0,0,1,0,0,1,0,2
10092,55,5,1,1,0,4,4,0,2,11,3,3,3,4,2020,0,1,0,1,1,0,0,1,0,0,1,1,2
10093,60,5,1,1,0,4,3,0,2,9,3,3,3,2,2020,0,1,0,1,1,1,0,1,0,0,1,1,3
10094,55,5,1,1,0,7,3,0,2,9,2,2,3,3,2020,0,0,0,1,1,0,0,1,0,0,1,1,3
10095,55,6,1,1,1,4,3,0,1,9,3,4,4,1,2020,0,1,0,1,1,1,0,1,0,0,1,1,3
10096,62,6,1,1,1,7,3,0,1,7,2,3,3,3,2020,1,1,0,1,1,1,1,1,0,0,1,0,3
10097,57,6,1,1,1,4,1,0,1,6,1,3,2,1,2020,0,1,0,1,0,0,0,1,0,0,1,0,2
10098,55,6,1,1,0,4,3,0,2,10,3,3,2,3,2020,0,1,0,1,1,0,0,1,0,0,1,1,2
10099,56,6,1,1,0,5,3,1,2,10,2,4,4,2,2020,0,1,0,1,0,0,0,1,0,0,1,1,2
10100,59,6,1,1,0,11,3,1,2,8,2,4,3,3,2020,1,1,0,1,1,0,0,1,0,0,1,1,2
10101,58,6,1,1,0,5,3,0,1,9,2,4,4,3,2020,0,1,0,1,0,1,0,1,0,0,1,1,2
10102,64,6,1,1,0,7,3,0,1,9,1,3,1,1,2020,0,1,0,1,1,1,0,1,0,0,1,1,2
10103,64,6,1,1,0,9,3,0,1,5,1,3,1,3,2020,1,1,0,1,1,0,1,0,0,0,1,0,2
10104,56,12,1,1,0,4,3,0,1,8,3,3,4,3,2020,1,1,0,1,1,1,1,1,0,0,1,0,2
10105,68,12,1,1,0,11,3,0,1,5,3,2,4,2,2020,0,1,0,1,1,0,0,1,0,0,1,0,3
10106,58,6,1,1,0,3,4,0,2,10,3,3,3,3,2020,1,1,0,1,1,1,0,1,0,0,1,1,1
10107,62,7,1,1,1,5,4,0,2,9,3,1,2,2,2020,0,1,0,1,1,0,0,0,0,0,1,1,1
10108,72,7,1,1,1,14,2,0,2,4,2,1,1,2,2020,0,0,0,1,1,1,0,0,0,0,1,0,3
10109,58,7,1,1,0,4,4,0,2,11,3,2,2,2,2020,0,1,0,1,1,1,0,0,0,0,1,1,1
10110,66,7,1,0,0,11,3,0,1,7,2,2,3,3,2020,0,1,0,1,1,1,0,0,0,0,1,1,2
10111,58,9,1,1,1,8,3,0,2,10,2,3,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,0,2
10112,59,9,1,1,1,3,4,0,2,9,3,3,3,2,2020,0,1,0,1,1,0,1,1,0,0,1,1,5
10113,61,9,1,1,1,4,3,0,2,8,3,3,3,3,2020,1,0,0,1,1,0,0,1,0,0,1,1,4
10114,61,9,1,1,1,5,3,0,2,7,2,2,3,3,2020,0,1,0,1,1,1,0,1,0,0,1,0,3
10115,62,9,1,1,1,5,4,0,2,10,1,2,2,3,2020,0,1,0,1,0,0,0,0,0,0,1,1,2
10116,58,9,1,1,1,3,3,0,2,9,3,2,3,2,2020,0,1,0,1,0,1,0,0,0,0,1,1,3
10117,59,9,1,1,1,4,3,0,2,11,3,4,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,1,4
10118,63,9,1,1,1,5,3,0,1,9,2,3,4,3,2020,0,1,0,1,1,0,0,1,0,0,1,0,2
10119,67,9,1,1,1,14,3,0,3,8,2,3,4,3,2020,0,1,0,1,1,0,0,1,0,0,1,0,2
10120,61,9,1,1,1,5,3,0,2,9,2,3,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,0,2
10121,63,9,1,1,1,9,3,0,3,8,2,2,2,2,2020,0,0,0,1,0,0,0,0,0,0,1,0,3
10122,62,9,1,1,1,4,4,0,1,9,3,2,3,3,2020,0,1,0,1,1,0,1,0,0,0,1,0,2
10123,55,9,1,1,1,8,3,0,3,10,3,3,1,2,2020,0,1,0,1,1,0,1,1,0,0,1,1,2
10124,65,9,1,1,1,8,3,0,3,8,3,3,2,3,2020,0,0,0,1,0,0,0,0,0,0,1,0,3
10125,61,9,1,1,1,2,4,0,3,9,2,2,4,3,2020,0,1,0,1,1,1,0,0,0,0,1,0,2
10126,57,9,1,1,1,7,4,0,2,9,3,3,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,1,4
10127,58,9,1,1,1,1,4,0,2,9,3,3,3,3,2020,0,1,0,1,1,0,1,1,0,0,1,1,5
10128,62,9,1,1,1,9,3,0,3,6,3,2,2,4,2020,0,1,0,1,1,1,0,0,0,0,1,1,2
10129,67,9,1,1,1,14,3,0,3,9,3,3,3,2,2020,0,1,0,1,0,0,0,0,0,0,0,1,2
10130,59,9,1,1,1,7,3,0,3,8,3,2,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,1,5
10131,57,9,1,1,1,7,3,0,1,8,2,2,3,2,2020,0,1,0,1,1,0,1,1,0,0,1,1,2
10132,62,9,1,1,1,9,3,0,1,7,3,3,3,3,2020,0,1,0,1,1,1,1,0,0,0,0,0,2
10133,62,9,1,1,1,8,2,0,3,5,3,2,3,3,2020,0,0,0,1,1,1,0,0,0,0,1,0,3
10134,56,9,1,1,1,3,4,0,2,9,3,3,3,3,2020,0,1,0,1,1,0,1,1,0,0,1,0,3
10135,58,9,1,0,0,7,3,0,1,7,3,3,2,2,2020,0,1,0,1,1,0,1,1,0,0,1,0,4
10136,67,9,1,1,0,11,2,0,2,9,3,1,3,3,2020,0,0,1,0,0,0,0,0,0,0,1,0,2
10137,63,9,1,1,0,9,3,0,2,9,2,2,2,2,2020,0,0,0,1,0,0,0,1,0,0,1,0,2
10138,65,9,1,1,0,11,2,0,2,5,2,3,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,1,2
10139,61,9,1,1,0,5,3,0,2,11,2,3,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,1,2
10140,63,9,1,1,0,5,3,0,2,10,2,3,3,3,2020,0,0,0,1,1,1,0,1,0,0,1,1,2
10141,55,9,1,1,0,4,3,0,2,9,2,3,3,3,2020,0,0,0,1,1,0,0,1,0,0,1,1,1
10142,56,9,1,1,0,5,3,0,2,10,2,3,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,1,2
10143,62,9,1,1,0,11,3,0,2,10,3,3,3,3,2020,0,0,0,1,0,0,0,0,0,0,1,0,2
10144,57,9,1,1,0,11,3,0,3,6,3,3,3,3,2020,0,1,0,1,1,1,1,1,0,0,1,1,2
10145,57,9,1,1,0,11,3,0,2,10,3,3,4,3,2020,0,1,0,1,0,0,1,1,0,0,1,1,4
10146,61,9,1,1,0,11,2,0,1,10,4,3,3,3,2020,0,0,0,1,1,0,1,0,0,0,1,1,3
10147,67,9,1,1,0,11,4,0,2,8,3,2,3,3,2020,0,0,1,0,0,0,0,0,0,0,1,1,2
10148,63,9,1,1,0,5,3,0,2,7,3,4,3,3,2020,0,1,0,1,1,0,1,0,0,0,1,0,3
10149,56,9,1,1,0,3,3,0,2,7,4,3,3,4,2020,0,1,0,1,0,0,1,0,0,0,1,1,1
10150,68,9,1,1,0,11,3,0,1,8,3,2,3,2,2020,0,0,0,1,1,0,0,0,0,0,1,1,2
10151,64,10,1,0,1,9,3,0,1,6,2,2,2,2,2020,1,1,0,1,1,1,0,0,0,0,1,1,2
10152,57,10,1,0,1,5,4,0,1,7,2,1,2,1,2020,0,1,0,1,1,0,0,0,0,0,1,1,2
10153,62,10,1,1,1,5,3,0,3,7,3,2,3,2,2020,1,1,0,1,1,1,0,0,0,0,1,0,2
10154,56,10,1,1,1,3,3,0,2,8,3,2,3,2,2020,0,1,0,1,1,0,0,1,0,0,1,1,3
10155,55,10,1,1,1,5,3,0,2,7,2,2,3,2,2020,0,1,0,1,1,0,0,1,0,0,1,1,2
10156,56,10,1,1,1,5,3,0,2,7,3,2,3,2,2020,1,1,0,1,1,1,0,1,0,0,1,1,3
10157,63,10,1,1,1,6,3,0,2,7,3,3,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,1,1
